,X,id,text,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder2.coder,src
422,1390,6.49E+17,"RT @ericbolling: Which team are you? ""RT"" for @RandPaul or ""Favorite"" for @ChrisChristie http://t.co/9C9ulTB4Zt",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,laurynchristopher
423,1416,6.56E+17,"""@sjh2222 Difference Between Politicians and @realDonaldTrump = 
Pols Are Bought &amp; Paid For. Trump Can't be Bought, Bullied or Bribed!""",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
424,1547,6.97E+17,"RT @jaketapper: Talking to a lovely Iowa family in Ames, big Cruz supporters https://t.co/3xvpJR06fe",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
425,1588,6.30E+17,"""While Christies leadership led to more conservative results in NJ, others w/favorable landscapes have done less"" https://t.co/B5c9cWapyt",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
426,1622,7.12E+17,"""(Our work) means never slamming our door on refugees who are fleeing genocide and death, @DMRegister: https://t.co/wX4M2j4GNp",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
427,1641,6.26E+17,.@realDonaldTrump is scared https://t.co/V8qNkWHaaq,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
428,1658,6.35E+17,"Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
429,1682,6.52E+17,"RT @thehill: The Trump effect: As @realDonaldTrump rises, almost all other GOP candidates fall http://t.co/o3axR5VPGf http://t.co/QZ1r3K4N38",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
430,1738,6.32E+17,"Just reported by CNN that ""the Trump halo effect""  caused a record-shattering Democratic Debate rating of 15.3 million viewers. So true!",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
431,1782,7.20E+17,".@HillaryClinton said #Benghazi was due to a video, @JohnKerry a cartoon is ""rationale"" for #Hebdo - team Obama is simply a disgrace...",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
432,1833,6.72E+17,"RT @jlrussell31: .@SenatorTimScott, back at his old high school, introduces @marcorubio to a fired up crowd! #Marcomentum https://t.co/4tiK",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
433,1834,6.26E+17,"RT @RandStudents: The first round of invitations for Caucus Takeover went out tonight!
Join @RandPaul in Iowa:
https://t.co/Co9j6HHqjC http",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
434,1947,7.13E+17,I will be on @FaceTheNation @CBS this morning w/ @SenJohnMcCain LIVE from Baghdad to talk about my plan to defeat ISIL. Be sure to tune in,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,christopher,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,lauryn,laurynchristopher
435,1954,6.45E+17,RT @mhildreth: Big crowd for @martinomalley in Sioux City #iacaucus http://t.co/cIf7EyZxER,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
436,2032,6.63E+17,"RT @megynkelly: .@heidiscruz on @tedcruzs personality: He has a deep, deep intelligence, but at the same time, hes a lot of fun. #Kelly",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
437,2048,6.45E+17,Headed over to @AmericaNewsroom to discuss threat of #ISIS and radical Islam...then a full day in Iowa @marthamaccallum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,christopher,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
438,2075,6.82E+17,We believe in the power of the vote. Lets put voters back in power! #FixDemocracyFirst,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
439,2141,6.74E+17,"#PlannedParenthood has devalued the sanctity of life. #SToPP the funding, join the nearly 250K other signers now! https://t.co/EWhtjG5YPG",-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,lauryn,laurynchristopher
440,2150,6.43E+17,RT @FallonGlick: .@tedcruz has now taken the stage. https://t.co/IfJDBQK6Se,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
441,2161,7.07E+17,"""@Bubbachitchat1: THIS IS WHY THE POLLS ARE WRONG! @Hanan_Khan2: I am a lifelong democrat. And I will be voting trump! #democratsfortrump""""",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
442,2220,6.93E+17,"Is @realDonaldTrump worthy of the same job as Washington, Lincoln and Reagan?
https://t.co/S6QKDf455Y",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
443,2267,6.52E+17,"Congrats, @BeckyHammonfirst woman head coach in the NBA Summer League, and the first woman to win it. (Coincidence?) http://t.co/fAxWYYAUyw",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
444,2382,6.59E+17,"We need to confront ISIL head on in their own backyard if we want to protect Americans at home. #GrahamPlan 
https://t.co/PPa6QXiSP5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
445,2398,6.52E+17,RT @allistelling: Want to see more variety on Nov. 6? Let Lawrence Lessig Debate! https://t.co/oY1JZvftns @moveon @lessig2016 #letlessigdeb,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
446,2451,6.54E+17,"Hillary told her story and shared her vision for the futurenow, add your notes using @Genius: http://t.co/dVieJ1NOpa",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,lauryn,laurynchristopher
447,2457,6.99E+17,RT @TMS988: Even kids who have #apraxia and don't speak well or much #StandWithRand http://t.co/nwHDLVoP7i,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
448,2461,6.43E+17,"Let freedom ring! Phone cases are now in our online store. 

Get yours here ---&gt; http://t.co/9VV1ySz6oq
https://t.co/pWRv6Y7rZ7",1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
449,2486,6.64E+17,On .@Morning_Joe now. Tune in to @MSNBC http://t.co/YcftdHsIZy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,lauryn,laurynchristopher
450,2507,7.26E+17,"""Getting things done."" I keep hearing this phrase on the road. Learn more about my 15 years of getting things done:
https://t.co/GpYOlWnOFR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
451,2513,6.27E+17,"Wow, just won Missouri!",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
452,2537,6.29E+17,Here's the chance to show off your support for a candidate who will fix Washington! #StandWithRand https://t.co/wbmDfGmg1Q,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
453,2571,6.54E+17,"RT @ChloePalma: .@LindseyGrahamSC on terrorism: Whatever it takes, as long as it takes, to defeat you. #VotersFirst #CSPAN http://t.co/DCN0",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
454,2712,6.72E+17,RT @alexrwork: @GovernorPataki is a #ProblemSolver http://t.co/Alm7NdzHrm,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
455,2715,6.43E+17,Back in the Granite State! Stopped by Airport Diner on the way to a town hall in Derry. http://t.co/6s7l9uY68o,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
456,2750,6.25E+17,"Q: What would a better deal with Iran look like? Get more answers at http://t.co/sIWIyxiodv
https://t.co/i8zG9QMD17",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,christopher,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,lauryn,laurynchristopher
457,2762,6.31E+17,"Whats happening with the water in Flint, Michigan is an outrage. https://t.co/EHWuclQJGS #DemDebate",-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,christopher,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
458,2820,7.16E+17,This morning Ill be joining @WilliamJBennett on the air. Hope youll tune in! http://t.co/dp4rZgkEQu #Carly2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
459,2852,6.32E+17,.@ChuckTodd just informed us that my interview last week on @MeetthePress was their highest rated show in 4 years. Congrats!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
460,2877,6.46E+17,"2. Noted similarities between the Donald's FP &amp; a cartoon character

http://t.co/vgdS9XR2tn",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
461,2988,6.44E+17,"RT @katevanweelden: Clearly, I was excited to talk to @marcorubio just now  https://t.co/mEla8S5nwl",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
462,3099,6.34E+17,@guttorstorm Hope you're able to make it! Event starts at 1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
463,3165,6.72E+17,".@MissAmericaAL don't be ""terrified"" of @realDonaldTrump he won't be the #2016 GOP nominee.  https://t.co/JhOArhzB3x",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
464,3232,5.90E+17,RT @IAStartingLine: .@MartinOMalley supporters loud and proud before his rally performance #IDPJJ #iacaucus https://t.co/oEMvRbsf4w,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
465,3238,6.43E+17,"@redstateupdate right now 3pm Target Shooting at Belmont Firearms/Range, Belmont, NH
5p.m Feed a Charity at Lavinias,Center Harbor, NH",-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
466,3243,6.54E+17,RT @oliverdarcy: .@RandPaul calls @HillaryClintons Hard Choices a great fiction book.,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
467,3251,7.20E+17,Republicans should worry more about their kids and grandchildren and the future of this planet than their campaign contributors. #GOPDebate,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
468,3295,6.46E+17,"This has always been our campaign and I'm ready to make this our presidency. Be heard. http://t.co/3ZbdE73Lq3
https://t.co/XBlDqX0nAp",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
469,3325,6.32E+17,Trump University employed instructors with no experience and lied to sell outrageously expensive packages. In a word: fraud.,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
470,3366,6.79E+17,@PatMcDonald03 Thank you! #WebbNation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
471,3414,6.11E+17,It is breathtaking to think of all the souls who laid down their lives so that we might be free #MemorialDay http://t.co/rE9GCFnRDx,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
472,3476,6.03E+17,"Read why the President should sign this bill protecting girls.

Click here: http://t.co/OfGw5fCXdP http://t.co/aX4poadd6O",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,christopher,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,lauryn,laurynchristopher
473,3492,6.77E+17,Thanks @RepCharlieDent for the kind words &amp; support.  https://t.co/B6S5Bcs8GK,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
474,3535,6.45E+17,Sen. Graham recognizes the threat to America.  As the only remaining veteran in the race I will carry the banner for veterans in this race.,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
475,3604,7.29E+17,"US-Israel alliance is founded not merely on shared interests, but shared values. Ill rebuild this vital friendship. https://t.co/ZqmmuHOlir",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
476,3659,7.05E+17,"""We fight for what is good and what is right."" 

#TwoPaths #Kasich4Us https://t.co/f9kGcNkTOB",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
477,3724,6.67E+17,"RT @tripgabriel: Jenni Crabb, cafeteria worker at @BernieSanders rally in Knoxville, IA, says she convinced 5 friends to caucus for him who",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
478,3793,6.51E+17,".@meetthepress and @chucktodd very dishonest in not showing the new @CNN Poll where I am at 39%, 21points higher than Cruz. Be honest Chuck!",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
479,3795,6.80E+17,If marriage &amp; sanctity of life are truly issues of principle-not politics-there shouldn't be geographical boundaries to what's right&amp;wrong,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,christopher,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
480,3867,7.02E+17,"Watch Hillary wonk out with a nurse in New Jersey over solving one of the world's most serious problems.
https://t.co/0Ej6gaWzIf",1,1,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,laurynchristopher
481,3903,6.89E+17,Have they put tax reform on the @Potus desk to get him to sign it or veto it? NO. https://t.co/4pyDgoAd4X  #DearDC,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
482,3949,6.38E+17,RT @thenyic: RT @StevenOFA: .@MartinOMalley addressing the #AANHPI caucus at #NIIC about basic human dignity @thenyic @AAAJ_AAJC https://t.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
483,4092,6.27E+17,"Not much time left to vote in the NH primary! Hillary needs you: Confirm your polling place here, then head over. https://t.co/eKYImtmMpk",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,lauryn,laurynchristopher
484,4105,7.37E+17,"Our country needs new solutions and bold ideastoday, I am releasing my 15 goals to Rebuild the American Dream. http://t.co/VDtOOm8f0o -O'M",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
485,4175,6.07E+17,"Ironic that the only person who thinks it is safer in NYC is walking around with armed guards all the time.
https://t.co/3g7TAbA5ko",-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
486,4266,6.96E+17,"I'll make a deal with you @HillaryClinton, if you watch these videos http://t.co/TBLx9EOy8N, I'll read your book. -Bobby",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
487,4298,6.94E+17,RT @JonahNance: Spent my afternoon reigniting the promise of America with @tedcruz https://t.co/Mua1R7lzyF,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
488,4389,6.11E+17,About to go on the @colbertlateshow. Tune in now and watch! #LSSC http://t.co/xMBoRqjGTB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,lauryn,laurynchristopher
489,4408,7.38E+17,RT @meetthepress: THIS SUNDAY: @BernieSanders joins @ChuckTodd on Meet the Press #IfItsSunday http://t.co/86nYt1ngZw,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
490,4428,6.76E+17,That includes protecting their right to keep and bear arms. #2A https://t.co/rJkWPR9rM8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,christopher,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
491,4471,6.83E+17,"My tax plan: unapologetically pro-growth and pro-family. 

Click here to learn more: http://t.co/EzNaiMl4AU",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,lauryn,laurynchristopher
492,4531,6.83E+17,"Trump: ""I will take care of women."" Really? What about respecting the right of women to control their own bodies? #DebateWithBernie",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
493,4535,6.53E+17,Government has become too big and too large at all levels! #cuttheircard #randlive,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,lauryn,laurynchristopher
494,4568,7.37E+17,"Substance abuse and drug addiction hurt our kids, friends, neighbors, and loved ones. We've got to solve this.
https://t.co/MmUxHvRHOY",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,christopher,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
495,4581,6.28E+17,"If we win California, it'll be because there is a large voter turnout. We are striking a nerve, and more people are getting involved.",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
496,4597,6.24E+17,RT @Kecoughtan2012: Proud to cast my vote for @tedcruz Idaho stands with #CruzCrew https://t.co/yS3QTfgTlv,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
497,4699,6.86E+17,".@billclinton in OK City today: ""We should all live by the Oklahoma standard: Service, honor, kindness...to affirm our common humanity.""",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
498,4776,6.15E+17,RT @ChipEnglander: This livestream is addictive #randlive http://t.co/aZIzlEEb5n,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
499,4780,6.42E+17,"Thx for your service, Eric. Learn more about the work @JohnKasich has done for veterans: http://t.co/JsOrWi2vWc https://t.co/UFWTbZXxZE",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,lauryn,laurynchristopher
500,4886,6.93E+17,"RT @omalleyforia: ""Play of the day today in Democratic politics goes to...@MartinOMalley."" - @maddow #NewLeadership #IACaucus http://t.co/",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
